model_key,condition,gravity,attempt,fixed_population_units,risk_set_units,mean_best_so_far_action_quality,mean_best_so_far_distance_px,mean_current_action_quality_risk_set,mean_current_action_distance_px_risk_set
gemini31pro,full,upward,7,487,165,0.9741099129576176,8.620613779177141,0.6164285952454146,85.6834891493502
gemini31pro,full,upward,8,487,161,0.9765053599594998,8.057986887209687,0.6044636340102751,88.82365431194351
gemini31pro,neither,all,1,1183,1183,0.7696955535218325,50.99647410753869,0.7696955535218325,50.99647410753869
gemini31pro,neither,all,2,1183,788,0.8151865412086097,39.886599804769844,0.6691654482241602,70.00480640065221
gemini31pro,neither,all,3,1183,788,0.8369039126570961,35.38617034427196,0.6597640224759937,71.65355060653597
gemini31pro,neither,all,4,1183,788,0.8531401188779296,31.969487516659438,0.6498250870663456,73.92071145842587
gemini31pro,neither,all,5,1183,788,0.8646871365604658,29.549757211122465,0.6500843300961534,74.6361269790622
gemini31pro,neither,all,6,1183,788,0.8734767203970509,27.951848487938342,0.6445188208802403,76.81705556489344
gemini31pro,neither,all,7,1183,788,0.8785208836606618,26.99257306640162,0.6472982949699972,75.90420050433234
gemini31pro,neither,all,8,1183,788,0.8807433363419985,26.335167563588122,0.6556652369142358,74.03466870463748
gemini31pro,neither,downward,1,696,696,0.7080247332227174,62.96989059301965,0.7080247332227174,62.96989059301965
gemini31pro,neither,downward,2,696,528,0.7555883392671624,51.35916753460235,0.6217183099890051,78.74651203271233
gemini31pro,neither,downward,3,696,528,0.780652836360602,46.41259965318259,0.6145752409896906,80.58473686702115
gemini31pro,neither,downward,4,696,528,0.8001675823171581,42.32987781572805,0.605983756299646,82.3041475175999
gemini31pro,neither,downward,5,696,528,0.8143138332035319,39.35415529233258,0.6080776689284167,81.65164010969748
gemini31pro,neither,downward,6,696,528,0.8230315717324528,37.719495036214084,0.5948256601009442,85.70630406292138
gemini31pro,neither,downward,7,696,528,0.8298035725201895,36.45433762076133,0.6002519189229885,85.31146561380567
gemini31pro,neither,downward,8,696,528,0.8330869958800831,35.68414262705858,0.6106865404028556,82.35457377450678
gemini31pro,neither,upward,1,487,487,0.8578329065571364,33.88456882233499,0.8578329065571364,33.88456882233499
gemini31pro,neither,upward,2,487,260,0.9003617949072936,23.49048658102677,0.7655196366401686,52.25241957862271
gemini31pro,neither,upward,3,487,260,0.9172955945921532,19.62765946336591,0.7515320094943306,53.51637235447412
gemini31pro,neither,upward,4,487,260,0.9288462491578291,17.162851688833157,0.7388567126233321,56.895887461334496
gemini31pro,neither,upward,5,487,260,0.936678551625026,15.537722171035862,0.7353901650829388,60.38923877531112
gemini31pro,neither,upward,6,487,260,0.945570813765787,13.992337199232004,0.7454341627705033,58.765043230437385
gemini31pro,neither,upward,7,487,260,0.9481456240175067,13.470215510273439,0.7428386278654583,56.80021597432529
gemini31pro,neither,upward,8,487,260,0.9488517818481741,12.974004023186646,0.7470065898296526,57.13886148582618
gemini31pro,trace_status,all,1,1183,1183,0.7640990069905192,51.85693314628612,0.7640990069905192,51.85693314628612
gemini31pro,trace_status,all,2,1183,769,0.8546232299285189,31.45818717365542,0.6571184296747531,69.87651521465281
gemini31pro,trace_status,all,3,1183,664,0.8859010455818355,25.4302601190569,0.6404105615268652,77.29931703968938
gemini31pro,trace_status,all,4,1183,614,0.900490189435708,22.550558228232195,0.6003716398370965,82.76737830958174
gemini31pro,trace_status,all,5,1183,575,0.9157496125214785,19.569067112523875,0.6077265196338034,81.724704721361
gemini31pro,trace_status,all,6,1183,539,0.9242372033664445,17.968873173574583,0.5754010344178014,87.85015721171126
gemini31pro,trace_status,all,7,1183,516,0.9288654165302036,17.112301053305956,0.5645952313772283,90.19542192333056
gemini31pro,trace_status,all,8,1183,501,0.9330509104530321,16.25962162609117,0.5714287711650063,88.9836676744395
gemini31pro,trace_status,downward,1,696,696,0.7100426462262318,61.2940306636347,0.7100426462262318,61.2940306636347
gemini31pro,trace_status,downward,2,696,507,0.8053108006735469,40.77831437488772,0.6153143675759942,77.04957468099582
gemini31pro,trace_status,downward,3,696,451,0.8426295503273378,33.46366249373233,0.6053578034073137,84.28308780771715
gemini31pro,trace_status,downward,4,696,417,0.8624245470069843,29.619780805924766,0.5680488658044774,89.27690561649398
gemini31pro,trace_status,downward,5,696,392,0.883306827061478,25.538656523736982,0.573623420851825,86.57361534809091
gemini31pro,trace_status,downward,6,696,370,0.8952935639722815,23.374330622181496,0.5464228297151367,92.1178702476587
gemini31pro,trace_status,downward,7,696,353,0.9016155251973825,22.260439322883116,0.5341403464284926,96.35291265757733
gemini31pro,trace_status,downward,8,696,342,0.9073522661688834,21.188864734217074,0.5253411972355421,97.12500870611433
gemini31pro,trace_status,upward,1,487,487,0.8413540934216354,38.36982868617531,0.8413540934216354,38.36982868617531
gemini31pro,trace_status,upward,2,487,262,0.92509848816563,18.138251789554047,0.7380140765605168,55.995823804592334
gemini31pro,trace_status,upward,3,487,213,0.9477428539948621,13.949257957302983,0.7146302512541743,62.51208409893607
gemini31pro,trace_status,upward,4,487,197,0.9548920110587138,12.447521443685806,0.6687909127893904,68.98832812185428
gemini31pro,trace_status,upward,5,487,183,0.9621154825013,11.037579986847403,0.6807779662050347,71.33796720399444
gemini31pro,trace_status,upward,6,487,169,0.9656022403651103,10.24361981786507,0.6388444411632779,78.50664346437111
gemini31pro,trace_status,upward,7,487,163,0.967809819749209,9.754797489392585,0.6305496754686623,76.8604880019249
gemini31pro,trace_status,upward,8,487,159,0.9697783363704439,9.214953857598868,0.6705605339566826,71.47210394593166
gemini_robotics_er,neither,all,1,97,97,0.583991770435283,83.3239028611215,0.583991770435283,83.3239028611215
gemini_robotics_er,neither,all,2,97,0,0.583991770435283,83.3239028611215,,
gemini_robotics_er,neither,all,3,97,0,0.583991770435283,83.3239028611215,,
gemini_robotics_er,neither,all,4,97,0,0.583991770435283,83.3239028611215,,
gemini_robotics_er,neither,all,5,97,0,0.583991770435283,83.3239028611215,,
gemini_robotics_er,neither,all,6,97,0,0.583991770435283,83.3239028611215,,
gemini_robotics_er,neither,all,7,97,0,0.583991770435283,83.3239028611215,,
gemini_robotics_er,neither,all,8,97,0,0.583991770435283,83.3239028611215,,
gemini_robotics_er,neither,downward,1,54,54,0.5634596224748348,84.5604351987334,0.5634596224748348,84.5604351987334
gemini_robotics_er,neither,downward,2,54,0,0.5634596224748348,84.5604351987334,,
gemini_robotics_er,neither,downward,3,54,0,0.5634596224748348,84.5604351987334,,
gemini_robotics_er,neither,downward,4,54,0,0.5634596224748348,84.5604351987334,,
gemini_robotics_er,neither,downward,5,54,0,0.5634596224748348,84.5604351987334,,
gemini_robotics_er,neither,downward,6,54,0,0.5634596224748348,84.5604351987334,,
gemini_robotics_er,neither,downward,7,54,0,0.5634596224748348,84.5604351987334,,
gemini_robotics_er,neither,downward,8,54,0,0.5634596224748348,84.5604351987334,,
gemini_robotics_er,neither,upward,1,43,43,0.6097763283391018,81.77104829760873,0.6097763283391018,81.77104829760873
gemini_robotics_er,neither,upward,2,43,0,0.6097763283391018,81.77104829760873,,
gemini_robotics_er,neither,upward,3,43,0,0.6097763283391018,81.77104829760873,,
gemini_robotics_er,neither,upward,4,43,0,0.6097763283391018,81.77104829760873,,
gemini_robotics_er,neither,upward,5,43,0,0.6097763283391018,81.77104829760873,,
gemini_robotics_er,neither,upward,6,43,0,0.6097763283391018,81.77104829760873,,
gemini_robotics_er,neither,upward,7,43,0,0.6097763283391018,81.77104829760873,,
gemini_robotics_er,neither,upward,8,43,0,0.6097763283391018,81.77104829760873,,
gpt5,full,all,1,1033,1033,0.6239163748648556,92.1158090333286,0.6239163748648556,92.1158090333286
gpt5,full,all,2,1033,827,0.7758513262561715,50.0304465833957,0.6264617387416938,82.67736977673897
gpt5,full,all,3,1033,713,0.8183716274500858,41.14627432965863,0.5673173951663006,97.5404506044649
gpt5,full,all,4,1033,664,0.8397907961134983,36.511057314018515,0.533440299397825,101.72248618623033
gpt5,full,all,5,1033,619,0.8549224996033368,33.28120990151634,0.5042070531069731,110.55924630552454
gpt5,full,all,6,1033,587,0.8654132811567045,30.813172716123876,0.49943249008261575,111.1290131940265
gpt5,full,all,7,1033,566,0.873423589674428,29.0562432158442,0.4648600247461685,119.70541391402799
gpt5,full,all,8,1033,548,0.88363987796634,26.84449256714986,0.4681135884369208,122.12654988694345
gpt5,full,downward,1,695,695,0.6154012233098534,89.74262058902774,0.6154012233098534,89.74262058902774
gpt5,full,downward,2,695,572,0.7502891539115688,55.17139640445298,0.6041599747439454,86.61600096305551
gpt5,full,downward,3,695,508,0.7880999884004286,47.42967148249289,0.5556315325341508,100.65590810204898
gpt5,full,downward,4,695,470,0.8083645031223594,43.009143521236204,0.516615767928003,106.72254872177453
gpt5,full,downward,5,695,439,0.8245407346367037,39.482659687849356,0.4822573059075053,116.04177289444225
gpt5,full,downward,6,695,420,0.8360134733362438,36.70755575525126,0.47064288555061246,118.79567628330962
gpt5,full,downward,7,695,407,0.847168702807859,34.408273247664205,0.45646353701314163,123.99400431374602
gpt5,full,downward,8,695,393,0.8568701085086384,32.255411245831446,0.4536525788300701,124.78770159954199
gpt5,full,upward,1,338,338,0.6414253403403861,96.99559000607815,0.6414253403403861,96.99559000607815
gpt5,full,upward,2,338,255,0.8284125977931653,39.45955863773153,0.6764876564150728,73.84247942939405
gpt5,full,upward,3,338,205,0.8806165657326859,28.22627130829942,0.5962755328108462,89.82019495191534
gpt5,full,upward,4,338,194,0.9044099488615732,23.149607864266788,0.5742007622370834,89.60893262073678
gpt5,full,upward,5,338,180,0.9173938802300167,20.529708121926454,0.5577400476656755,97.18797312477521
gpt5,full,upward,6,338,167,0.9258655487165528,18.693065579456537,0.5718374835163941,91.84758506529008
gpt5,full,upward,7,338,159,0.927409229829085,18.05132939301898,0.4863529210187586,108.72770138141648
gpt5,full,upward,8,338,155,0.9386842264074957,15.718491142050064,0.5047792450529998,115.37924264145178
gpt5,neither,all,1,1033,1033,0.6239163748648556,92.1158090333286,0.6239163748648556,92.1158090333286
gpt5,neither,all,2,1033,827,0.707639231424803,68.54816829368924,0.5231345411899316,111.3525716575872
gpt5,neither,all,3,1033,827,0.746956793503956,58.86392616874802,0.5227889459282364,111.57559064655746
gpt5,neither,all,4,1033,827,0.7678313243213244,53.25649537903883,0.5042558553626344,113.68424308043069
gpt5,neither,all,5,1033,827,0.7809717084142741,50.2425746294654,0.49707606888837336,116.9856885669987
gpt5,neither,all,6,1033,827,0.7945405942352612,46.60086130644794,0.5071836753659003,116.32580723430473
gpt5,neither,all,7,1033,827,0.8035374705973569,44.210925981950865,0.49577144532339595,115.9013860027602
gpt5,neither,all,8,1033,827,0.8132487569599197,41.887721654001695,0.5016420701805602,116.95023977675001
gpt5,neither,downward,1,695,695,0.6154012233098534,89.74262058902774,0.6154012233098534,89.74262058902774
gpt5,neither,downward,2,695,572,0.6947437991566807,69.99451937081683,0.5164569518412734,108.89383415355304
gpt5,neither,downward,3,695,572,0.7297082802462244,62.37649615283555,0.5115936823111746,112.56913619364674
gpt5,neither,downward,4,695,572,0.7479625314761066,57.43857816089685,0.49280525830139027,115.68906370114323
gpt5,neither,downward,5,695,572,0.7622104032740357,54.19891873980972,0.48835824466818595,117.69493563287936
gpt5,neither,downward,6,695,572,0.7739931955278867,51.311232329784254,0.5038581411302195,117.49465989085004
gpt5,neither,downward,7,695,572,0.7810758953329557,49.22474327310237,0.4789868134671294,118.17412286031583
gpt5,neither,downward,8,695,572,0.790114506881617,47.04408419429724,0.4968644978245696,116.0701085714436
gpt5,neither,upward,1,338,338,0.6414253403403861,96.99559000607815,0.6414253403403861,96.99559000607815
gpt5,neither,upward,2,338,255,0.7341549871240598,65.57416238066159,0.5381132906308417,116.86785735291117
gpt5,neither,upward,3,338,255,0.7824234110013772,51.641334041705306,0.5479014588261154,109.34693161543996
gpt5,neither,upward,4,338,255,0.8086857948166877,44.65724232166931,0.5299411162215781,109.18715525671539
gpt5,neither,upward,5,338,255,0.8195489482736592,42.10748836707185,0.5166313451783628,115.39475005059238
gpt5,neither,upward,6,338,255,0.8367904229383148,36.91533508982559,0.514643305102406,113.70391029491697
gpt5,neither,upward,7,338,255,0.8497232540552452,33.901449599258775,0.5334216783499989,110.8033252869894
gpt5,neither,upward,8,338,255,0.8608177031268658,31.28514187440117,0.5123588207202724,118.92449487257534
gpt5,trace_status,all,1,1033,1033,0.5769516989343149,111.2870244702659,0.5769516989343149,111.2870244702659
gpt5,trace_status,all,2,1033,817,0.7989720276208809,45.53166847455452,0.6406190992591656,79.64004400110662
gpt5,trace_status,all,3,1033,686,0.8544072661774519,33.56990537444907,0.6048742288549599,89.98649591598166
gpt5,trace_status,all,4,1033,622,0.8821696364677188,27.113145340883253,0.5831416742402552,92.1843992965121
gpt5,trace_status,all,5,1033,578,0.9033740961303193,23.00216116713099,0.5686308381112296,97.5814955528026
gpt5,trace_status,all,6,1033,545,0.9183320029332507,20.069165026983256,0.5485888820749607,103.33154730002164
gpt5,trace_status,all,7,1033,519,0.9283257436836432,17.956598530422283,0.5466087859196239,105.75270955075969
gpt5,trace_status,all,8,1033,496,0.936954590132258,16.359970435497612,0.5468737454622641,103.94840398740699
gpt5,trace_status,downward,1,695,695,0.5702691617427713,106.83076268271283,0.5702691617427713,106.83076268271283
gpt5,trace_status,downward,2,695,576,0.782160108094321,48.69101140953517,0.6236916420508812,82.69725591441636
gpt5,trace_status,downward,3,695,494,0.8401171307341812,36.432788126121544,0.5959490255297645,90.86360122374175
gpt5,trace_status,downward,4,695,451,0.8667701364824437,30.128471057900313,0.5643653514843715,94.9430296849452
gpt5,trace_status,downward,5,695,423,0.8925404673935821,25.160233016061945,0.5545807955929434,98.80163761730334
gpt5,trace_status,downward,6,695,400,0.9116937841337791,21.46072854064151,0.5435754457813455,105.31910770740697
gpt5,trace_status,downward,7,695,382,0.9230082979189532,19.06778223553315,0.5348177070152964,106.42784877958277
gpt5,trace_status,downward,8,695,365,0.9324506004493104,17.360378203192926,0.5374284104899285,105.80186703344117
gpt5,trace_status,upward,1,338,338,0.590692418899179,120.45004796834134,0.590692418899179,120.45004796834134
gpt5,trace_status,upward,2,338,241,0.8335409154048028,39.03538640410708,0.6810764243710801,72.33318067303063
gpt5,trace_status,upward,3,338,192,0.8837908287013605,27.68320859216414,0.6278380332437431,87.72977705122413
gpt5,trace_status,upward,4,338,171,0.9138342888043302,20.912993348791918,0.6326628529706859,84.90871330128776
gpt5,trace_status,upward,5,338,155,0.9256503445683111,18.56470573811601,0.6069738573708083,94.25168849935898
gpt5,trace_status,upward,6,338,145,0.9319815948434331,17.207814015171067,0.5624190511607975,97.84862203826873
gpt5,trace_status,upward,7,338,137,0.9392595448862125,15.671768130859792,0.5794861008207425,103.87020454776402
gpt5,trace_status,upward,8,338,131,0.9462157523501797,14.302918960502662,0.5731909001561754,98.78417488967827
qwen36plus,full,all,1,93,93,0.7035616677861081,62.57569133438114,0.7035616677861081,62.57569133438114
qwen36plus,full,all,2,93,74,0.814092353357768,43.28267048842483,0.6988449712001071,71.87781564004422
qwen36plus,full,all,3,93,66,0.8431614807113376,38.12346844371771,0.6436923481583994,85.22351176911039
qwen36plus,full,all,4,93,62,0.8598547216965089,33.42915023983448,0.5904885331520221,90.51601032983301
qwen36plus,full,all,5,93,61,0.8698889463042978,31.423981509693668,0.6209202062740428,89.03705218136648
qwen36plus,full,all,6,93,57,0.8767809417902084,29.306236463049594,0.6695887415349916,83.79083406207477
qwen36plus,full,all,7,93,53,0.8785420778757445,28.7400825862084,0.5386145395824032,106.70956585313381
qwen36plus,full,all,8,93,49,0.8823629587533246,27.307412339228062,0.543753003839473,102.6924686223467
qwen36plus,full,downward,1,71,71,0.680790163125244,64.39954034122452,0.680790163125244,64.39954034122452
qwen36plus,full,downward,2,71,59,0.8039136065855055,42.809985599702124,0.7060100341786709,66.21208886483294
qwen36plus,full,downward,3,71,53,0.8355173987954806,37.1728394499777,0.662359865244528,75.94622171139939
qwen36plus,full,downward,4,71,49,0.851045799895808,32.17749849372758,0.5977208080702778,84.60182383453423
qwen36plus,full,downward,5,71,48,0.8641892208609395,29.55100987537415,0.6496793722116592,79.27052291927545
qwen36plus,full,downward,6,71,44,0.870414249427647,28.14409917018886,0.6724467761941134,80.51665253423846
qwen36plus,full,downward,7,71,41,0.8715671966335747,27.60419056515797,0.5538479425894034,99.89267067194571
qwen36plus,full,downward,8,71,37,0.8765720124309685,25.72759432615556,0.5824499132124826,90.05114260135919
qwen36plus,full,upward,1,22,22,0.7770515237370781,56.68963317593204,0.7770515237370781,56.68963317593204
qwen36plus,full,upward,2,22,15,0.8469419452137061,44.80815353839358,0.6706623901510886,94.16300762254193
qwen36plus,full,upward,3,22,13,0.867831017803421,41.19140746896969,0.5675863169611056,123.0463096967012
qwen36plus,full,upward,4,22,13,0.8882835147805892,37.46857178408861,0.5632284199985974,112.80794404288235
qwen36plus,full,upward,5,22,13,0.8882835147805892,37.46857178408861,0.5147325166582288,125.09808330293299
qwen36plus,full,upward,6,22,13,0.897327994414837,33.05677045364572,0.6599153934579655,94.87267923321313
qwen36plus,full,upward,7,22,12,0.9010519218845626,32.40591592687128,0.48656707930848686,130.00062438885973
qwen36plus,full,upward,8,22,12,0.9010519218845626,32.40591592687128,0.42443753327269285,141.66989052039142
qwen36plus,neither,all,1,93,93,0.7035616677861081,62.57569133438114,0.7035616677861081,62.57569133438114
qwen36plus,neither,all,2,93,74,0.8088940921533216,42.98711564520484,0.702720163671966,68.57254683962348
qwen36plus,neither,all,3,93,74,0.8387080746714088,37.25470149784091,0.6900496628013397,72.13340476872447
qwen36plus,neither,all,4,93,74,0.8539595554475279,34.403168747688355,0.6593707474779922,77.18532601883622
qwen36plus,neither,all,5,93,74,0.8636118057244228,30.761309429159347,0.6638886980168095,74.57710872099545
qwen36plus,neither,all,6,93,74,0.8660297296203427,30.17219935616832,0.633286179821452,81.40230588389178
qwen36plus,neither,all,7,93,74,0.8696754486222135,29.138329903695737,0.6883014529893199,71.09680902410919
qwen36plus,neither,all,8,93,74,0.8744732525609498,28.17820667964841,0.6701476573883017,73.82263533671977
qwen36plus,neither,downward,1,71,71,0.680790163125244,64.39954034122452,0.680790163125244,64.39954034122452
qwen36plus,neither,downward,2,71,59,0.7851402208874463,45.79669274488591,0.7084391156532136,64.52280354798066
qwen36plus,neither,downward,3,71,59,0.8190378382210705,39.71163705199756,0.6976439778126269,67.46756752119545
qwen36plus,neither,downward,4,71,59,0.8357738281263806,36.67807182866146,0.6688583952586189,72.48426943974276
qwen36plus,neither,downward,5,71,59,0.8465373893650501,34.323741717527,0.6622467600609079,77.6078060988695
qwen36plus,neither,downward,6,71,59,0.8497045291160441,33.55209049515848,0.6257412636976034,80.67940962435976
qwen36plus,neither,downward,7,71,59,0.8529188153310621,32.62204734107517,0.6857368421535,69.12992912248993
qwen36plus,neither,downward,8,71,59,0.8591829045134254,31.402574555537765,0.6631254285947284,74.14710388528623
qwen36plus,neither,upward,1,22,22,0.7770515237370781,56.68963317593204,0.7770515237370781,56.68963317593204
qwen36plus,neither,upward,2,22,15,0.8855543130568283,33.91984409623419,0.680225619212392,84.5015371200851
qwen36plus,neither,upward,3,22,15,0.9021892923065913,29.32550039124449,0.6601786904236098,90.48569794233853
qwen36plus,neither,upward,4,22,15,0.9126498572566834,27.061436077275175,0.622052666207527,95.6761485632704
qwen36plus,neither,upward,5,22,15,0.918715603975123,19.26436886215465,0.6703469873100244,62.6563657013575
qwen36plus,neither,upward,6,22,15,0.918715603975123,19.26436886215465,0.662962849908589,84.24569783805094
qwen36plus,neither,upward,7,22,15,0.9237536742436567,17.895423628516685,0.6983889222768788,78.83320330381167
qwen36plus,neither,upward,8,22,15,0.9238193758052311,17.772292171096478,0.697768423976358,72.54639237902492
qwen36plus,trace_status,all,1,93,93,0.5594206797544438,90.28861933311106,0.5594206797544438,90.28861933311106
qwen36plus,trace_status,all,2,93,84,0.7352450569371435,56.38480239665478,0.6457452723818469,74.65374203672829
qwen36plus,trace_status,all,3,93,76,0.7537081362618763,51.731195408106856,0.5629686252553137,93.14718332617004
qwen36plus,trace_status,all,4,93,73,0.7749817546329109,47.47737915725554,0.5342130218787042,101.01199182998035
qwen36plus,trace_status,all,5,93,69,0.7818657072614669,45.23350353205132,0.5218925153153788,107.36851362513097
qwen36plus,trace_status,all,6,93,63,0.7890325590862967,43.1924052124605,0.48388300054217104,107.71695956646612
qwen36plus,trace_status,all,7,93,62,0.7914586739976441,42.72057979810161,0.43238026986607125,122.83328060166238
qwen36plus,trace_status,all,8,93,62,0.7952438318456766,41.98266115185342,0.4253487584814456,130.96342968887373
qwen36plus,trace_status,downward,1,71,71,0.6455609299832584,71.12679232134815,0.6455609299832584,71.12679232134815
qwen36plus,trace_status,downward,2,71,65,0.8315923283752242,37.19202335501787,0.7509018270692361,53.11661407315886
qwen36plus,trace_status,downward,3,71,58,0.852246504147084,32.993054696173395,0.6834246222144222,68.48981836107012
qwen36plus,trace_status,downward,4,71,55,0.8642042648748219,30.8622452149587,0.6352143628390513,78.97759002771467
qwen36plus,trace_status,downward,5,71,51,0.8687728140465885,29.150601130688155,0.6212057307202922,84.66982348998518
qwen36plus,trace_status,downward,6,71,46,0.8750175880417252,27.58695747827394,0.6128284042658286,81.05048049481331
qwen36plus,trace_status,downward,7,71,45,0.877979340395369,27.022904086563326,0.5692276510048726,93.50837760845727
qwen36plus,trace_status,downward,8,71,45,0.8794808542222547,26.546939123934653,0.5492032227674138,107.08210427577637
qwen36plus,trace_status,upward,1,22,22,0.28142259947054277,152.1290610528912,0.28142259947054277,152.1290610528912
qwen36plus,trace_status,upward,2,22,19,0.424306135477883,118.32513475830109,0.28599916424077904,148.33339033314996
qwen36plus,trace_status,upward,3,22,18,0.43569794899597797,112.20428588752837,0.17483263505374114,172.5986926581588
qwen36plus,trace_status,upward,4,22,18,0.48703638067037874,101.09894778921357,0.22559781338875462,168.33933067023645
qwen36plus,trace_status,upward,5,22,18,0.5013927717276664,97.13741582735985,0.24050507166812388,171.68146900804396
qwen36plus,trace_status,upward,6,22,17,0.5115354201846868,93.55544108188089,0.13497190811345028,179.8733147015266
qwen36plus,trace_status,upward,7,22,17,0.5122328869868047,93.38126050352075,0.07013720214571491,200.45802381897013
qwen36plus,trace_status,upward,8,22,17,0.5233879869030845,91.79794587831863,0.09749870595976484,194.17870284119033
