goal_id,environment_id,run_name,gravity,category,internal_subtype,solution_density,success_count,valid_placement_count,density_kind,selection_uses_model_outcomes
0078_Falling_3_downward__goal_0008,067,Falling_3_downward,downward,orientation,final_orientation,0.0176529926025554,105.0,5948.0,paper_saved_solution_density,False
0080_FallingAlt_6_downward__goal_0058,091,FallingAlt_6_downward,downward,position,relative_position,0.1219702892885066,624.0,5116.0,paper_saved_solution_density,False
0081_Remove_2_downward__goal_0030,119,Remove_2_downward,downward,position,relative_position,0.0270173555197709,151.0,5589.0,paper_saved_solution_density,False
0083_Basic_6_downward__goal_0011,053,Basic_6_downward,downward,contact,final_contact,0.0191291674257606,105.0,5489.0,paper_saved_solution_density,False
0086_BalanceUnder_8_downward__goal_0117,045,BalanceUnder_8_downward,downward,movement,single_object_movement,0.271195751693829,1481.0,5461.0,paper_saved_solution_density,False
0087_FallingAlt_10_downward__goal_0061,099,FallingAlt_10_downward,downward,contact,final_contact,0.0272331154684095,125.0,4590.0,paper_saved_solution_density,False
0089_BalanceUnder_10_downward__goal_0094,047,BalanceUnder_10_downward,downward,movement,single_object_movement,0.0561977592032722,316.0,5623.0,paper_saved_solution_density,False
0090_BalanceUnder_8_upward__goal_0063,046,BalanceUnder_8_upward,upward,movement,single_object_movement,0.0333272294451565,182.0,5461.0,paper_saved_solution_density,False
0093_Falling_9_upward__goal_0020,078,Falling_9_upward,upward,contact,multi_object_final_contact,0.0164713335445042,104.0,6314.0,paper_saved_solution_density,False
0094_Falling_10_downward__goal_0002,079,Falling_10_downward,downward,contact,multi_object_final_contact,0.0001589319771137,1.0,6292.0,paper_saved_solution_density,False
0095_Remove_5_downward__goal_0008,121,Remove_5_downward,downward,contact,multi_object_final_contact,0.0016042780748663,9.0,5610.0,paper_saved_solution_density,False
0096_FallingAlt_1_upward__goal_0040,082,FallingAlt_1_upward,upward,orientation,final_orientation,0.0085634767715692,40.0,4671.0,paper_saved_solution_density,False
0097_Falling_8_upward__goal_0020,076,Falling_8_upward,upward,orientation,final_orientation,0.0084566596194503,52.0,6149.0,paper_saved_solution_density,False
0098_FallingAlt_7_upward__goal_0051,094,FallingAlt_7_upward,upward,contact,final_contact,0.0429193899782135,197.0,4590.0,paper_saved_solution_density,False
0099_FallingAlt_10_downward__goal_0036,099,FallingAlt_10_downward,downward,contact,multi_object_final_contact,0.0032679738562091,15.0,4590.0,paper_saved_solution_density,False
0100_Remove_8_upward__goal_0010,128,Remove_8_upward,upward,position,support_or_surface,0.0005835440575763,3.0,5141.0,paper_saved_solution_density,False
0105_Basic_2_downward__goal_0010,051,Basic_2_downward,downward,containment,container_contact_or_other,0.0616966580976863,360.0,5835.0,paper_saved_solution_density,False
0107_FallingAlt_7_upward__goal_0003,094,FallingAlt_7_upward,upward,contact,multi_object_final_contact,0.0002178649237472,1.0,4590.0,paper_saved_solution_density,False
0108_Prevention_3_upward__goal_0015,106,Prevention_3_upward,upward,position,relative_position,0.0066876475216365,17.0,2542.0,paper_saved_solution_density,False
0109_Balance_7_upward__goal_0036,030,Balance_7_upward,upward,movement,single_object_movement,0.2040636042402827,1155.0,5660.0,paper_saved_solution_density,False
0110_FallingAlt_7_downward__goal_0028,093,FallingAlt_7_downward,downward,containment,final_inside_or_partially_inside,0.0320261437908496,147.0,4590.0,paper_saved_solution_density,False
0111_Balance_10_downward__goal_0040,033,Balance_10_downward,downward,movement,single_object_movement,0.0925719739144265,582.0,6287.0,paper_saved_solution_density,False
0112_BackUp_3_downward__goal_0003,003,BackUp_3_downward,downward,position,relative_position,0.0130938391807957,78.0,5957.0,paper_saved_solution_density,False
0114_BalanceUnder_6_upward__goal_0057,042,BalanceUnder_6_upward,upward,movement,single_object_movement,0.0146215065704238,79.0,5403.0,paper_saved_solution_density,False
0117_Remove_8_upward__goal_0011,128,Remove_8_upward,upward,position,relative_position,0.0007780587434351,4.0,5141.0,paper_saved_solution_density,False
0118_FallingAlt_8_downward__goal_0009,095,FallingAlt_8_downward,downward,contact,final_contact,0.000874699322108,4.0,4573.0,paper_saved_solution_density,False
0119_Prevention_10_downward__goal_0031,115,Prevention_10_downward,downward,containment,final_inside_or_partially_inside,0.2104539202200825,612.0,2908.0,paper_saved_solution_density,False
0120_Prevention_8_downward__goal_0006,113,Prevention_8_downward,downward,position,relative_position,0.0019821605550049,6.0,3027.0,paper_saved_solution_density,False
0121_BalanceUnder_10_upward__goal_0040,048,BalanceUnder_10_upward,upward,position,relative_position,0.0088920505068468,50.0,5623.0,paper_saved_solution_density,False
0122_Remove_2_upward__goal_0014,120,Remove_2_upward,upward,position,support_or_surface,0.0098407586330291,55.0,5589.0,paper_saved_solution_density,False
0123_Falling_9_upward__goal_0026,078,Falling_9_upward,upward,orientation,final_orientation,0.0216978143807412,137.0,6314.0,paper_saved_solution_density,False
0125_FallingAlt_8_downward__goal_0013,095,FallingAlt_8_downward,downward,contact,final_contact,0.002405423135797,11.0,4573.0,paper_saved_solution_density,False
0127_BackUp_3_downward__goal_0008,003,BackUp_3_downward,downward,movement,single_object_movement,0.0327345979519892,195.0,5957.0,paper_saved_solution_density,False
0128_BalanceUnder_2_upward__goal_0055,036,BalanceUnder_2_upward,upward,orientation,final_orientation,0.0224674022066198,112.0,4985.0,paper_saved_solution_density,False
0129_BalanceUnder_8_upward__goal_0040,046,BalanceUnder_8_upward,upward,movement,single_object_movement,0.0071415491668192,39.0,5461.0,paper_saved_solution_density,False
0130_Balance_1_upward__goal_0021,020,Balance_1_upward,upward,position,relative_position,0.0365267542454341,228.0,6242.0,paper_saved_solution_density,False
0131_BalanceUnder_10_downward__goal_0015,047,BalanceUnder_10_downward,downward,contact,multi_object_final_contact,0.0001778410101369,1.0,5623.0,paper_saved_solution_density,False
0132_Balance_7_upward__goal_0006,030,Balance_7_upward,upward,contact,final_contact,0.0026501766784452,15.0,5660.0,paper_saved_solution_density,False
0135_BackUp_6_upward__goal_0005,010,BackUp_6_upward,upward,movement,single_object_movement,0.0191387559808612,116.0,6061.0,paper_saved_solution_density,False
0136_Balance_8_downward__goal_0006,031,Balance_8_downward,downward,position,relative_position,0.0061272301315552,34.0,5549.0,paper_saved_solution_density,False
0137_Prevention_2_downward__goal_0014,103,Prevention_2_downward,downward,contact,transient_contact,0.0586329770003239,181.0,3087.0,paper_saved_solution_density,False
0139_BackUp_9_downward__goal_0017,015,BackUp_9_downward,downward,movement,single_object_movement,0.0315508813509109,213.0,6751.0,paper_saved_solution_density,False
0140_Remove_1_downward__goal_0024,117,Remove_1_downward,downward,position,relative_position,0.0388198757763975,225.0,5796.0,paper_saved_solution_density,False
0141_BalanceUnder_5_upward__goal_0007,040,BalanceUnder_5_upward,upward,contact,multi_object_final_contact,0.0009288500835965,5.0,5383.0,paper_saved_solution_density,False
0142_BalanceUnder_2_upward__goal_0033,036,BalanceUnder_2_upward,upward,contact,transient_contact,0.0058174523570712,29.0,4985.0,paper_saved_solution_density,False
0144_Remove_5_downward__goal_0014,121,Remove_5_downward,downward,containment,container_contact_or_other,0.0092691622103386,52.0,5610.0,paper_saved_solution_density,False
0146_Remove_9_upward__goal_0023,130,Remove_9_upward,upward,contact,final_contact,0.057330655468322,314.0,5477.0,paper_saved_solution_density,False
0147_BalanceUnder_5_downward__goal_0069,039,BalanceUnder_5_downward,downward,orientation,final_orientation,0.0076165706854913,41.0,5383.0,paper_saved_solution_density,False
0148_Falling_10_upward__goal_0026,080,Falling_10_upward,upward,position,support_or_surface,0.0257469802924348,162.0,6292.0,paper_saved_solution_density,False
0149_Basic_8_downward__goal_0029,057,Basic_8_downward,downward,movement,single_object_movement,0.0331150608044901,177.0,5345.0,paper_saved_solution_density,False
0150_Balance_8_downward__goal_0030,031,Balance_8_downward,downward,position,relative_position,0.1560641557037304,866.0,5549.0,paper_saved_solution_density,False
0152_BalanceUnder_3_upward__goal_0003,038,BalanceUnder_3_upward,upward,contact,final_contact,0.0001867064973861,1.0,5356.0,paper_saved_solution_density,False
0153_Remove_9_downward__goal_0005,129,Remove_9_downward,downward,movement,single_object_movement,0.0003651634106262,2.0,5477.0,paper_saved_solution_density,False
0155_Falling_9_downward__goal_0030,077,Falling_9_downward,downward,movement,single_object_movement,0.1108647450110864,700.0,6314.0,paper_saved_solution_density,False
0159_BalanceUnder_5_downward__goal_0070,039,BalanceUnder_5_downward,downward,contact,final_contact,0.0079881107189299,43.0,5383.0,paper_saved_solution_density,False
0162_Remove_9_downward__goal_0033,129,Remove_9_downward,downward,contact,final_contact,0.0368815044732517,202.0,5477.0,paper_saved_solution_density,False
0163_BalanceUnder_8_upward__goal_0062,046,BalanceUnder_8_upward,upward,movement,single_object_movement,0.0331441127998535,181.0,5461.0,paper_saved_solution_density,False
0164_BalanceUnder_10_downward__goal_0061,047,BalanceUnder_10_downward,downward,contact,final_contact,0.0042681842432865,24.0,5623.0,paper_saved_solution_density,False
0166_BalanceUnder_2_downward__goal_0080,035,BalanceUnder_2_downward,downward,contact,transient_contact,0.0304914744232698,152.0,4985.0,paper_saved_solution_density,False
0167_FallingAlt_3_downward__goal_0012,085,FallingAlt_3_downward,downward,contact,final_contact,0.0088934850051706,43.0,4835.0,paper_saved_solution_density,False
0168_FallingAlt_9_upward__goal_0046,098,FallingAlt_9_upward,upward,position,relative_position,0.0472458088395384,217.0,4593.0,paper_saved_solution_density,False
0169_BalanceUnder_5_downward__goal_0027,039,BalanceUnder_5_downward,downward,contact,final_contact,0.0009288500835965,5.0,5383.0,paper_saved_solution_density,False
0170_Basic_8_upward__goal_0011,058,Basic_8_upward,upward,position,relative_position,0.0056127221702525,30.0,5345.0,paper_saved_solution_density,False
0171_BalanceUnder_6_upward__goal_0069,042,BalanceUnder_6_upward,upward,movement,single_object_movement,0.0194336479733481,105.0,5403.0,paper_saved_solution_density,False
0172_FallingAlt_1_downward__goal_0041,081,FallingAlt_1_downward,downward,position,relative_position,0.0798544208948833,373.0,4671.0,paper_saved_solution_density,False
0174_BalanceUnder_7_downward__goal_0017,043,BalanceUnder_7_downward,downward,contact,multi_object_final_contact,0.0003789314134141,2.0,5278.0,paper_saved_solution_density,False
0175_FallingAlt_7_downward__goal_0012,093,FallingAlt_7_downward,downward,position,relative_position,0.0013071895424836,6.0,4590.0,paper_saved_solution_density,False
0176_FallingAlt_1_downward__goal_0010,081,FallingAlt_1_downward,downward,position,relative_position,0.0004281738385784,2.0,4671.0,paper_saved_solution_density,False
0177_BalanceUnder_2_downward__goal_0088,035,BalanceUnder_2_downward,downward,contact,multi_object_final_contact,0.0647943831494483,323.0,4985.0,paper_saved_solution_density,False
0178_Balance_1_downward__goal_0004,019,Balance_1_downward,downward,position,relative_position,0.0003204101249599,2.0,6242.0,paper_saved_solution_density,False
0180_Basic_7_downward__goal_0008,055,Basic_7_downward,downward,containment,container_contact_or_other,0.0031781344350866,20.0,6293.0,paper_saved_solution_density,False
0182_FallingAlt_9_downward__goal_0056,097,FallingAlt_9_downward,downward,contact,multi_object_final_contact,0.0250381014587415,115.0,4593.0,paper_saved_solution_density,False
0183_BalanceUnder_6_downward__goal_0073,041,BalanceUnder_6_downward,downward,containment,final_inside_or_partially_inside,0.0220248010364612,119.0,5403.0,paper_saved_solution_density,False
0186_FallingAlt_10_upward__goal_0045,100,FallingAlt_10_upward,upward,position,relative_position,0.0130718954248366,60.0,4590.0,paper_saved_solution_density,False
0187_Balance_1_upward__goal_0007,020,Balance_1_upward,upward,position,relative_position,0.0004806151874399,3.0,6242.0,paper_saved_solution_density,False
0188_Balance_3_downward__goal_0008,023,Balance_3_downward,downward,contact,final_contact,0.0007127583749109,4.0,5612.0,paper_saved_solution_density,False
0190_Remove_6_downward__goal_0052,123,Remove_6_downward,downward,movement,single_object_movement,0.0427625693326176,239.0,5589.0,paper_saved_solution_density,False
0192_Remove_6_upward__goal_0037,124,Remove_6_upward,upward,containment,container_contact_or_other,0.0323850420468777,181.0,5589.0,paper_saved_solution_density,False
0193_FallingAlt_2_upward__goal_0025,084,FallingAlt_2_upward,upward,contact,multi_object_final_contact,0.0141509433962264,66.0,4664.0,paper_saved_solution_density,False
0194_Remove_8_downward__goal_0023,127,Remove_8_downward,downward,position,support_or_surface,0.0354016728262983,182.0,5141.0,paper_saved_solution_density,False
0196_Prevention_7_upward__goal_0023,112,Prevention_7_upward,upward,position,relative_position,0.0253396988615497,69.0,2723.0,paper_saved_solution_density,False
0197_BalanceUnder_8_upward__goal_0033,046,BalanceUnder_8_upward,upward,contact,multi_object_final_contact,0.0018311664530305,10.0,5461.0,paper_saved_solution_density,False
0199_Remove_10_downward__goal_0011,131,Remove_10_downward,downward,movement,single_object_movement,0.0039171796306659,21.0,5361.0,paper_saved_solution_density,False
0200_BalanceUnder_8_downward__goal_0101,045,BalanceUnder_8_downward,downward,contact,multi_object_final_contact,0.0996154550448635,544.0,5461.0,paper_saved_solution_density,False
0202_BalanceUnder_8_downward__goal_0106,045,BalanceUnder_8_downward,downward,contact,multi_object_final_contact,0.1312946346822926,717.0,5461.0,paper_saved_solution_density,False
0204_BalanceUnder_10_downward__goal_0009,047,BalanceUnder_10_downward,downward,contact,multi_object_final_contact,0.0001778410101369,1.0,5623.0,paper_saved_solution_density,False
0205_FallingAlt_9_downward__goal_0069,097,FallingAlt_9_downward,downward,movement,single_object_movement,0.0659699542782495,303.0,4593.0,paper_saved_solution_density,False
0206_FallingAlt_10_downward__goal_0007,099,FallingAlt_10_downward,downward,contact,final_contact,0.0002178649237472,1.0,4590.0,paper_saved_solution_density,False
0208_BalanceUnder_7_downward__goal_0111,043,BalanceUnder_7_downward,downward,contact,final_contact,0.0456612353164077,241.0,5278.0,paper_saved_solution_density,False
0211_Prevention_8_downward__goal_0015,113,Prevention_8_downward,downward,contact,multi_object_final_contact,0.0614469772051536,186.0,3027.0,paper_saved_solution_density,False
0214_Prevention_2_downward__goal_0003,103,Prevention_2_downward,downward,contact,multi_object_final_contact,0.0042112082928409,13.0,3087.0,paper_saved_solution_density,False
0215_BalanceUnder_3_upward__goal_0013,038,BalanceUnder_3_upward,upward,contact,multi_object_final_contact,0.0003734129947722,2.0,5356.0,paper_saved_solution_density,False
0216_BalanceUnder_6_downward__goal_0123,041,BalanceUnder_6_downward,downward,position,relative_position,0.1625023135295206,878.0,5403.0,paper_saved_solution_density,False
0217_FallingAlt_2_downward__goal_0053,083,FallingAlt_2_downward,downward,orientation,final_orientation,0.0769725557461406,359.0,4664.0,paper_saved_solution_density,False
0218_BalanceUnder_10_downward__goal_0082,047,BalanceUnder_10_downward,downward,contact,multi_object_final_contact,0.0176062600035568,99.0,5623.0,paper_saved_solution_density,False
0220_Falling_8_downward__goal_0018,075,Falling_8_downward,downward,orientation,final_orientation,0.0084566596194503,52.0,6149.0,paper_saved_solution_density,False
0221_BalanceUnder_2_downward__goal_0082,035,BalanceUnder_2_downward,downward,contact,multi_object_final_contact,0.038716148445336,193.0,4985.0,paper_saved_solution_density,False
0222_Remove_7_upward__goal_0013,126,Remove_7_upward,upward,containment,transient_enter_container,0.0007164606842199,4.0,5583.0,paper_saved_solution_density,False
0223_Balance_7_upward__goal_0015,030,Balance_7_upward,upward,position,relative_position,0.0553003533568904,313.0,5660.0,paper_saved_solution_density,False
0224_Falling_9_downward__goal_0005,077,Falling_9_downward,downward,contact,transient_contact,0.0006335128286347,4.0,6314.0,paper_saved_solution_density,False
0225_Falling_6_upward__goal_0016,072,Falling_6_upward,upward,containment,final_inside_or_partially_inside,0.0205984062546985,137.0,6651.0,paper_saved_solution_density,False
0227_BalanceUnder_7_upward__goal_0068,044,BalanceUnder_7_upward,upward,position,relative_position,0.0162940507768094,86.0,5278.0,paper_saved_solution_density,False
0228_BalanceUnder_6_downward__goal_0087,041,BalanceUnder_6_downward,downward,contact,multi_object_final_contact,0.0538589672404219,291.0,5403.0,paper_saved_solution_density,False
0229_Basic_1_downward__goal_0007,049,Basic_1_downward,downward,containment,container_contact_or_other,0.0064861358845467,40.0,6167.0,paper_saved_solution_density,False
0230_Remove_8_upward__goal_0032,128,Remove_8_upward,upward,contact,final_contact,0.0468780392919665,241.0,5141.0,paper_saved_solution_density,False
0234_Prevention_1_downward__goal_0009,101,Prevention_1_downward,downward,contact,multi_object_final_contact,0.0054387237128353,15.0,2758.0,paper_saved_solution_density,False
0235_Balance_1_upward__goal_0027,020,Balance_1_upward,upward,orientation,final_orientation,0.043575776994553,272.0,6242.0,paper_saved_solution_density,False
0236_FallingAlt_6_upward__goal_0040,092,FallingAlt_6_upward,upward,movement,single_object_movement,0.0435887412040656,223.0,5116.0,paper_saved_solution_density,False
0237_BalanceUnder_6_downward__goal_0132,041,BalanceUnder_6_downward,downward,movement,single_object_movement,0.2289468813622061,1237.0,5403.0,paper_saved_solution_density,False
0239_FallingAlt_5_downward__goal_0033,089,FallingAlt_5_downward,downward,orientation,final_orientation,0.0341824515567167,157.0,4593.0,paper_saved_solution_density,False
0240_Remove_2_downward__goal_0033,119,Remove_2_downward,downward,movement,single_object_movement,0.0411522633744856,230.0,5589.0,paper_saved_solution_density,False
0241_Balance_10_downward__goal_0041,033,Balance_10_downward,downward,contact,loss_of_contact,0.0998886591379036,628.0,6287.0,paper_saved_solution_density,False
0242_Remove_9_downward__goal_0031,129,Remove_9_downward,downward,position,support_or_surface,0.0259266021544641,142.0,5477.0,paper_saved_solution_density,False
0243_BalanceUnder_5_downward__goal_0081,039,BalanceUnder_5_downward,downward,contact,multi_object_final_contact,0.0150473713542634,81.0,5383.0,paper_saved_solution_density,False
0247_FallingAlt_10_upward__goal_0015,100,FallingAlt_10_upward,upward,contact,transient_contact,0.0008714596949891,4.0,4590.0,paper_saved_solution_density,False
0248_BalanceUnder_6_upward__goal_0011,042,BalanceUnder_6_upward,upward,contact,final_contact,0.0003701647233018,2.0,5403.0,paper_saved_solution_density,False
0249_Balance_7_upward__goal_0010,030,Balance_7_upward,upward,contact,multi_object_final_contact,0.0056537102473498,32.0,5660.0,paper_saved_solution_density,False
0252_FallingAlt_9_upward__goal_0026,098,FallingAlt_9_upward,upward,movement,single_object_movement,0.0263444371870237,121.0,4593.0,paper_saved_solution_density,False
0253_BalanceUnder_5_upward__goal_0067,040,BalanceUnder_5_upward,upward,movement,single_object_movement,0.0248931822403864,134.0,5383.0,paper_saved_solution_density,False
0254_FallingAlt_9_upward__goal_0009,098,FallingAlt_9_upward,upward,orientation,final_orientation,0.000653167864141,3.0,4593.0,paper_saved_solution_density,False
0256_FallingAlt_3_upward__goal_0033,086,FallingAlt_3_upward,upward,position,relative_position,0.0107549120992761,52.0,4835.0,paper_saved_solution_density,False
0257_Prevention_3_downward__goal_0037,105,Prevention_3_downward,downward,position,relative_position,0.026750590086546,68.0,2542.0,paper_saved_solution_density,False
0258_Remove_9_downward__goal_0013,129,Remove_9_downward,downward,containment,final_inside_or_partially_inside,0.0060251962753332,33.0,5477.0,paper_saved_solution_density,False
0259_Remove_2_upward__goal_0036,120,Remove_2_upward,upward,contact,final_contact,0.0901771336553945,504.0,5589.0,paper_saved_solution_density,False
0260_Prevention_4_upward__goal_0004,108,Prevention_4_upward,upward,contact,final_contact,0.0017349063150589,5.0,2882.0,paper_saved_solution_density,False
0261_FallingAlt_10_upward__goal_0034,100,FallingAlt_10_upward,upward,contact,multi_object_final_contact,0.0045751633986928,21.0,4590.0,paper_saved_solution_density,False
0262_Remove_8_downward__goal_0012,127,Remove_8_downward,downward,contact,transient_contact,0.0070025286909161,36.0,5141.0,paper_saved_solution_density,False
0263_Balance_7_upward__goal_0034,030,Balance_7_upward,upward,position,relative_position,0.2033568904593639,1151.0,5660.0,paper_saved_solution_density,False
0264_FallingAlt_3_upward__goal_0001,086,FallingAlt_3_upward,upward,contact,multi_object_final_contact,0.0002068252326783,1.0,4835.0,paper_saved_solution_density,False
0265_Balance_4_upward__goal_0015,026,Balance_4_upward,upward,contact,final_contact,0.0102481121898597,57.0,5562.0,paper_saved_solution_density,False
0266_Falling_2_upward__goal_0017,066,Falling_2_upward,upward,movement,single_object_movement,0.0368740515933232,243.0,6590.0,paper_saved_solution_density,False
0267_BalanceUnder_6_downward__goal_0004,041,BalanceUnder_6_downward,downward,contact,multi_object_final_contact,0.0001850823616509,1.0,5403.0,paper_saved_solution_density,False
0268_Remove_6_upward__goal_0032,124,Remove_6_upward,upward,containment,transient_enter_container,0.0119878332438718,67.0,5589.0,paper_saved_solution_density,False
